Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
98.19	-9.93	-77.40	-94.45	73.76	3.14	0.00	124.65	-8.18	33.17	-178.76	25.68	4.47	0.00	12.02	66.41	-8.43	-170.81	-8.52	7.16	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.12	0.00	121.64	-11.57	-13.13	-44.28	-48.77	6.48	0.00	120.65	-9.78	-35.67	-175.04	11.06	4.06	0.00	-14.93	149.00	-644.63	-147.07	-11.34	100.69	0.00	89.03	10.52	-17.36	61.59	-62.90	8.13	0.00	106.58	-8.44	-19.98	4.70	-16.64	4.06	0.00	90.36	-3.79	-12.31	131.71	10.98	4.07	0.00	-248.80	144.41	-352.63	-166.64	-36.02	12047.97	0.00	79.94	13.66	-17.84	117.76	-19.01	5.31	0.00	79.68	-28.57	-12.97	100.01	4.48	4.78	0.00	187.38	320.79	-618.94	-34.22	-14.60	47.82	0.00	418.90	-57.22	-659.31	112.00	6.68	53.21	0.00	112.63	-4.03	-38.62	-34.48	47.46	3.59	0.00
98.19	-9.87	-77.40	-94.45	73.74	3.54	0.00	124.64	-8.18	33.17	-178.76	25.68	4.00	0.00	12.03	66.41	-8.43	-170.81	-8.52	6.89	0.00	-0.79	-57.11	-8.48	-21.74	20.90	7.27	0.00	121.64	-11.57	-13.14	-44.29	-48.78	6.33	0.00	120.63	-9.75	-35.68	-175.03	11.07	4.21	0.00	-16.15	154.44	-638.98	-148.28	-11.37	88.13	0.00	89.04	10.53	-17.36	61.62	-62.88	8.29	0.00	106.56	-8.42	-20.00	4.71	-16.66	4.19	0.00	90.37	-3.81	-12.32	131.70	11.00	4.25	0.00	-248.79	144.40	-352.64	-166.63	-36.02	12051.10	0.00	79.94	13.67	-17.84	117.76	-19.01	5.63	0.00	79.68	-28.58	-12.97	100.02	4.47	4.98	0.00	182.83	318.47	-617.48	-33.57	-14.67	52.35	0.00	418.93	-57.21	-659.31	112.00	6.68	94.58	0.00	112.61	-4.03	-38.61	-34.47	47.45	3.40	0.00
98.20	-9.85	-77.40	-94.47	73.74	3.31	0.00	124.64	-8.18	33.17	-178.76	25.69	3.88	0.00	12.03	66.41	-8.43	-170.80	-8.52	6.83	0.00	-0.79	-57.11	-8.48	-21.74	20.90	7.40	0.00	121.65	-11.59	-13.14	-44.30	-48.78	6.16	0.00	120.63	-9.73	-35.68	-175.03	11.07	3.97	0.00	-17.11	158.88	-634.34	-149.28	-11.39	50.95	0.00	89.05	10.55	-17.36	61.64	-62.86	8.16	0.00	106.54	-8.39	-20.00	4.73	-16.68	3.99	0.00	90.38	-3.82	-12.34	131.70	11.01	4.19	0.00	-248.77	144.39	-352.65	-166.63	-36.02	12172.50	0.00	79.93	13.68	-17.85	117.76	-19.00	5.92	0.00	79.68	-28.58	-12.97	100.02	4.46	4.98	0.00	179.47	316.75	-616.40	-33.08	-14.72	52.29	0.00	418.96	-57.20	-659.30	112.00	6.68	56.76	0.00	112.59	-4.03	-38.61	-34.46	47.45	3.02	0.00
98.20	-9.87	-77.40	-94.49	73.75	3.27	0.00	124.64	-8.18	33.17	-178.76	25.69	4.13	0.00	12.03	66.41	-8.42	-170.80	-8.52	7.34	0.00	-0.79	-57.11	-8.48	-21.74	20.91	7.17	0.00	121.67	-11.60	-13.13	-44.32	-48.78	6.07	0.00	120.65	-9.74	-35.66	-175.03	11.07	4.03	0.00	-16.37	156.01	-637.27	-148.66	-11.38	51.44	0.00	89.07	10.56	-17.36	61.66	-62.83	8.33	0.00	106.53	-8.38	-20.00	4.74	-16.69	4.32	0.00	90.37	-3.82	-12.34	131.70	11.03	4.16	0.00	-248.76	144.38	-352.65	-166.63	-36.02	12146.86	0.00	79.92	13.69	-17.85	117.76	-18.99	5.41	0.00	79.68	-28.58	-12.98	100.01	4.46	5.10	0.00	180.61	317.33	-616.76	-33.24	-14.70	72.23	0.00	418.99	-57.18	-659.29	112.00	6.67	28.15	0.00	112.59	-4.02	-38.60	-34.46	47.44	3.31	0.00
98.16	-9.93	-77.39	-94.47	73.78	3.51	0.00	124.64	-8.18	33.17	-178.76	25.69	4.02	0.00	12.03	66.41	-8.42	-170.80	-8.52	6.94	0.00	-0.79	-57.11	-8.48	-21.74	20.91	7.09	0.00	121.69	-11.60	-13.11	-44.31	-48.77	6.42	0.00	120.68	-9.77	-35.63	-175.03	11.06	4.19	0.00	-14.20	146.67	-646.96	-146.59	-11.34	66.81	0.00	89.06	10.56	-17.36	61.69	-62.82	8.50	0.00	106.54	-8.38	-19.99	4.74	-16.68	4.21	0.00	90.35	-3.81	-12.33	131.69	11.05	4.48	0.00	-248.74	144.38	-352.66	-166.62	-36.02	11822.66	0.00	79.91	13.69	-17.84	117.75	-18.98	5.50	0.00	79.68	-28.57	-12.98	100.01	4.47	4.88	0.00	184.20	319.16	-617.91	-33.75	-14.64	77.82	0.00	419.02	-57.17	-659.28	112.00	6.67	48.42	0.00	112.60	-4.01	-38.61	-34.48	47.45	3.45	0.00
98.10	-9.96	-77.37	-94.40	73.78	3.41	0.00	124.63	-8.18	33.17	-178.76	25.69	4.11	0.00	12.03	66.41	-8.42	-170.80	-8.52	6.73	0.00	-0.78	-57.11	-8.48	-21.74	20.91	7.01	0.00	121.70	-11.60	-13.11	-44.30	-48.77	6.39	0.00	120.71	-9.79	-35.60	-175.03	11.05	4.03	0.00	-12.86	140.57	-653.37	-145.23	-11.30	61.43	0.00	89.05	10.55	-17.36	61.74	-62.80	8.35	0.00	106.55	-8.40	-20.00	4.74	-16.67	3.89	0.00	90.34	-3.79	-12.32	131.69	11.06	4.23	0.00	-248.72	144.37	-352.66	-166.62	-36.02	11467.84	0.00	79.90	13.67	-17.83	117.74	-18.98	5.88	0.00	79.68	-28.56	-12.98	100.00	4.48	4.85	0.00	186.06	320.10	-618.49	-34.01	-14.61	51.08	0.00	419.06	-57.16	-659.27	112.01	6.67	50.81	0.00	112.63	-4.02	-38.62	-34.49	47.47	3.26	0.00
98.07	-9.95	-77.36	-94.33	73.77	3.38	0.00	124.63	-8.17	33.16	-178.76	25.69	4.18	0.00	12.03	66.41	-8.42	-170.80	-8.52	6.85	0.00	-0.78	-57.11	-8.48	-21.74	20.91	6.93	0.00	121.69	-11.59	-13.11	-44.29	-48.77	6.27	0.00	120.72	-9.80	-35.59	-175.03	11.04	4.00	0.00	-14.74	148.42	-645.28	-146.91	-11.34	77.19	0.00	89.03	10.53	-17.35	61.80	-62.79	8.65	0.00	106.54	-8.42	-20.01	4.75	-16.65	4.11	0.00	90.34	-3.78	-12.31	131.70	11.06	3.87	0.00	-248.70	144.36	-352.67	-166.62	-36.02	11196.94	0.00	79.90	13.66	-17.83	117.74	-18.98	5.58	0.00	79.68	-28.55	-12.97	100.00	4.49	5.09	0.00	184.60	319.36	-618.02	-33.80	-14.63	70.54	0.00	419.09	-57.14	-659.26	112.01	6.67	59.10	0.00	112.65	-4.03	-38.63	-34.49	47.47	3.17	0.00
98.09	-9.89	-77.35	-94.31	73.75	3.53	0.00	124.63	-8.17	33.16	-178.76	25.69	4.09	0.00	12.03	66.41	-8.42	-170.79	-8.52	6.70	0.00	-0.78	-57.11	-8.48	-21.74	20.91	7.06	0.00	121.69	-11.60	-13.11	-44.29	-48.77	6.36	0.00	120.72	-9.79	-35.59	-175.03	11.04	3.92	0.00	-19.75	171.00	-621.71	-152.06	-11.42	85.24	0.00	89.03	10.52	-17.35	61.85	-62.77	8.59	0.00	106.51	-8.42	-20.03	4.75	-16.62	4.02	0.00	90.34	-3.78	-12.31	131.70	11.06	4.07	0.00	-248.69	144.36	-352.67	-166.62	-36.02	10744.39	0.00	79.91	13.66	-17.83	117.73	-18.98	5.60	0.00	79.68	-28.55	-12.97	100.00	4.49	4.99	0.00	182.03	318.05	-617.18	-33.43	-14.67	62.00	0.00	419.12	-57.12	-659.25	112.01	6.67	43.90	0.00	112.65	-4.03	-38.63	-34.50	47.47	3.31	0.00
98.15	-9.83	-77.35	-94.36	73.73	3.54	0.00	124.63	-8.17	33.16	-178.76	25.69	4.04	0.00	12.03	66.41	-8.42	-170.79	-8.52	7.22	0.00	-0.78	-57.11	-8.48	-21.74	20.91	7.33	0.00	121.69	-11.62	-13.12	-44.30	-48.77	6.48	0.00	120.71	-9.77	-35.62	-175.03	11.05	3.93	0.00	-24.90	195.89	-595.46	-158.13	-11.42	56.71	0.00	89.05	10.53	-17.36	61.90	-62.75	8.11	0.00	106.48	-8.40	-20.03	4.76	-16.60	3.86	0.00	90.36	-3.79	-12.32	131.71	11.05	4.22	0.00	-248.67	144.36	-352.67	-166.62	-36.02	10079.58	0.00	79.92	13.67	-17.84	117.73	-18.98	5.91	0.00	79.67	-28.55	-12.97	99.99	4.49	5.21	0.00	181.24	317.65	-616.92	-33.31	-14.68	65.35	0.00	419.14	-57.11	-659.24	112.01	6.67	43.48	0.00	112.64	-4.03	-38.63	-34.50	47.46	3.57	0.00
98.20	-9.82	-77.36	-94.40	73.73	3.34	0.00	124.63	-8.17	33.16	-178.76	25.69	4.15	0.00	12.03	66.41	-8.42	-170.79	-8.52	7.32	0.00	-0.78	-57.11	-8.48	-21.74	20.91	7.33	0.00	121.69	-11.64	-13.12	-44.31	-48.77	6.63	0.00	120.69	-9.76	-35.65	-175.03	11.06	4.07	0.00	-26.60	206.34	-584.11	-160.87	-11.39	49.48	0.00	89.06	10.55	-17.36	61.93	-62.72	8.13	0.00	106.48	-8.39	-20.02	4.78	-16.58	4.06	0.00	90.36	-3.80	-12.33	131.71	11.03	4.13	0.00	-248.65	144.35	-352.68	-166.61	-36.03	9408.54	0.00	79.92	13.67	-17.84	117.72	-18.97	5.70	0.00	79.68	-28.56	-12.97	99.99	4.49	5.15	0.00	182.70	318.39	-617.39	-33.52	-14.66	75.91	0.00	419.17	-57.09	-659.23	112.01	6.67	81.11	0.00	112.62	-4.02	-38.63	-34.50	47.45	3.31	0.00
98.21	-9.85	-77.36	-94.40	73.74	3.37	0.00	124.63	-8.17	33.16	-178.76	25.69	4.41	0.00	12.03	66.41	-8.42	-170.79	-8.52	6.84	0.00	-0.79	-57.11	-8.48	-21.74	20.91	7.09	0.00	121.70	-11.64	-13.12	-44.31	-48.77	6.35	0.00	120.68	-9.76	-35.67	-175.03	11.07	4.14	0.00	-23.83	195.08	-595.68	-158.20	-11.45	85.03	0.00	89.07	10.56	-17.36	61.95	-62.69	8.36	0.00	106.52	-8.38	-20.00	4.79	-16.55	4.38	0.00	90.36	-3.80	-12.34	131.71	11.03	4.04	0.00	-248.64	144.35	-352.67	-166.61	-36.03	9088.24	0.00	79.92	13.68	-17.84	117.71	-18.96	5.58	0.00	79.68	-28.57	-12.98	99.98	4.50	4.71	0.00	184.43	319.28	-617.94	-33.76	-14.63	61.98	0.00	419.19	-57.08	-659.23	112.02	6.67	75.47	0.00	112.62	-4.02	-38.63	-34.50	47.44	3.21	0.00
98.16	-9.89	-77.36	-94.34	73.75	3.40	0.00	124.63	-8.17	33.16	-178.76	25.69	4.11	0.00	12.03	66.41	-8.42	-170.79	-8.52	6.84	0.00	-0.79	-57.11	-8.48	-21.75	20.91	7.22	0.00	121.70	-11.63	-13.11	-44.31	-48.77	6.28	0.00	120.67	-9.76	-35.67	-175.03	11.08	4.26	0.00	-18.89	170.39	-621.88	-152.11	-11.45	65.35	0.00	89.07	10.57	-17.36	61.97	-62.67	8.58	0.00	106.57	-8.38	-19.98	4.80	-16.53	4.43	0.00	90.35	-3.80	-12.34	131.69	11.02	4.17	0.00	-248.63	144.35	-352.67	-166.61	-36.03	9215.60	0.00	79.91	13.67	-17.83	117.70	-18.95	5.67	0.00	79.68	-28.57	-12.98	99.98	4.51	4.86	0.00	184.60	319.37	-617.99	-33.78	-14.63	39.76	0.00	419.20	-57.06	-659.22	112.02	6.67	50.52	0.00	112.62	-4.02	-38.63	-34.50	47.44	3.37	0.00
98.13	-9.91	-77.36	-94.30	73.75	3.16	0.00	124.64	-8.17	33.17	-178.76	25.69	4.03	0.00	12.03	66.41	-8.42	-170.79	-8.52	6.84	0.00	-0.79	-57.11	-8.48	-21.75	20.91	7.28	0.00	121.68	-11.61	-13.11	-44.29	-48.78	6.41	0.00	120.68	-9.76	-35.65	-175.03	11.08	4.07	0.00	-15.11	148.80	-645.17	-146.87	-11.33	68.50	0.00	89.06	10.56	-17.36	61.99	-62.65	8.42	0.00	106.60	-8.39	-19.98	4.80	-16.51	4.04	0.00	90.34	-3.80	-12.34	131.67	11.03	4.28	0.00	-248.62	144.35	-352.67	-166.61	-36.02	9318.92	0.00	79.91	13.67	-17.82	117.70	-18.95	5.73	0.00	79.68	-28.56	-12.98	99.98	4.52	4.85	0.00	183.40	318.76	-617.60	-33.61	-14.65	66.33	0.00	419.22	-57.05	-659.22	112.02	6.67	64.03	0.00	112.61	-4.03	-38.62	-34.49	47.44	3.27	0.00
98.14	-9.89	-77.36	-94.35	73.75	3.15	0.00	124.64	-8.17	33.17	-178.76	25.69	4.16	0.00	12.03	66.41	-8.42	-170.79	-8.52	7.11	0.00	-0.79	-57.11	-8.48	-21.75	20.91	6.97	0.00	121.66	-11.60	-13.11	-44.29	-48.79	6.05	0.00	120.69	-9.76	-35.62	-175.03	11.08	4.07	0.00	-14.01	141.58	-653.08	-145.14	-11.26	39.94	0.00	89.07	10.56	-17.35	62.02	-62.63	8.28	0.00	106.58	-8.40	-19.98	4.82	-16.50	3.97	0.00	90.33	-3.80	-12.34	131.66	11.03	4.17	0.00	-248.61	144.35	-352.66	-166.61	-36.02	9626.29	0.00	79.91	13.66	-17.82	117.70	-18.95	5.81	0.00	79.68	-28.56	-12.99	99.98	4.53	4.85	0.00	182.37	318.25	-617.27	-33.46	-14.67	42.12	0.00	419.22	-57.04	-659.23	112.02	6.67	75.00	0.00	112.60	-4.03	-38.62	-34.48	47.44	3.27	0.00
98.20	-9.87	-77.37	-94.46	73.75	3.15	0.00	124.64	-8.17	33.17	-178.76	25.69	3.92	0.00	12.03	66.41	-8.42	-170.79	-8.52	7.30	0.00	-0.79	-57.11	-8.48	-21.75	20.91	7.07	0.00	121.64	-11.60	-13.12	-44.28	-48.80	6.13	0.00	120.71	-9.76	-35.61	-175.04	11.07	4.33	0.00	-14.59	147.12	-646.82	-146.53	-11.32	47.92	0.00	89.08	10.57	-17.35	62.04	-62.61	8.78	0.00	106.54	-8.41	-20.00	4.84	-16.51	4.11	0.00	90.31	-3.81	-12.35	131.66	11.02	4.27	0.00	-248.60	144.35	-352.65	-166.61	-36.02	10126.08	0.00	79.91	13.65	-17.82	117.70	-18.95	5.84	0.00	79.68	-28.56	-12.99	99.99	4.52	5.42	0.00	182.52	318.34	-617.32	-33.48	-14.66	61.10	0.00	419.23	-57.02	-659.23	112.02	6.67	41.92	0.00	112.58	-4.03	-38.62	-34.48	47.44	3.09	0.00
98.26	-9.87	-77.38	-94.56	73.75	3.12	0.00	124.64	-8.17	33.17	-178.76	25.69	3.96	0.00	12.03	66.41	-8.42	-170.80	-8.52	6.99	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.38	0.00	121.64	-11.62	-13.13	-44.29	-48.80	6.44	0.00	120.72	-9.76	-35.61	-175.04	11.07	4.21	0.00	-15.21	155.25	-637.47	-148.70	-11.41	75.59	0.00	89.09	10.58	-17.35	62.07	-62.59	8.72	0.00	106.51	-8.41	-20.02	4.86	-16.52	3.98	0.00	90.30	-3.81	-12.36	131.66	11.01	4.36	0.00	-248.60	144.35	-352.64	-166.60	-36.02	10577.05	0.00	79.90	13.65	-17.83	117.70	-18.95	5.69	0.00	79.68	-28.56	-12.99	99.99	4.52	5.53	0.00	183.40	318.80	-617.61	-33.61	-14.65	60.08	0.00	419.23	-57.01	-659.24	112.02	6.67	58.51	0.00	112.56	-4.03	-38.62	-34.48	47.44	3.16	0.00
98.25	-9.90	-77.38	-94.55	73.76	3.38	0.00	124.65	-8.18	33.17	-178.76	25.69	3.91	0.00	12.03	66.41	-8.42	-170.80	-8.52	6.93	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.22	0.00	121.65	-11.63	-13.14	-44.29	-48.79	6.49	0.00	120.73	-9.78	-35.62	-175.04	11.07	4.07	0.00	-15.42	157.72	-634.65	-149.36	-11.43	68.63	0.00	89.09	10.59	-17.35	62.10	-62.58	8.44	0.00	106.50	-8.40	-20.02	4.88	-16.54	4.04	0.00	90.30	-3.81	-12.36	131.65	11.01	4.20	0.00	-248.60	144.35	-352.63	-166.60	-36.02	11079.63	0.00	79.90	13.65	-17.84	117.69	-18.95	5.39	0.00	79.68	-28.57	-12.99	99.99	4.52	5.24	0.00	183.93	319.08	-617.78	-33.69	-14.65	48.23	0.00	419.22	-57.00	-659.25	112.02	6.67	60.22	0.00	112.54	-4.04	-38.62	-34.48	47.44	3.53	0.00
98.19	-9.93	-77.39	-94.45	73.77	3.49	0.00	124.65	-8.18	33.17	-178.76	25.69	4.14	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.97	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.15	0.00	121.67	-11.64	-13.14	-44.29	-48.79	6.48	0.00	120.71	-9.79	-35.64	-175.04	11.08	4.06	0.00	-15.81	154.34	-638.99	-148.26	-11.37	70.85	0.00	89.07	10.57	-17.36	62.14	-62.57	8.77	0.00	106.52	-8.38	-20.02	4.88	-16.54	4.19	0.00	90.31	-3.80	-12.35	131.64	11.00	4.09	0.00	-248.60	144.35	-352.61	-166.60	-36.02	11801.01	0.00	79.90	13.65	-17.85	117.68	-18.94	5.44	0.00	79.68	-28.58	-12.99	99.99	4.52	4.98	0.00	183.66	318.96	-617.70	-33.65	-14.65	82.52	0.00	419.21	-56.98	-659.26	112.02	6.67	57.73	0.00	112.54	-4.04	-38.62	-34.47	47.44	3.25	0.00
98.13	-9.94	-77.38	-94.34	73.77	3.49	0.00	124.65	-8.18	33.17	-178.76	25.68	4.52	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.88	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.61	0.00	121.67	-11.63	-13.14	-44.30	-48.78	6.25	0.00	120.69	-9.80	-35.63	-175.04	11.08	4.16	0.00	-16.42	150.35	-644.24	-146.93	-11.29	52.48	0.00	89.04	10.55	-17.37	62.17	-62.56	8.53	0.00	106.54	-8.36	-20.02	4.89	-16.55	4.05	0.00	90.32	-3.80	-12.35	131.64	11.00	4.04	0.00	-248.60	144.36	-352.60	-166.60	-36.01	12327.47	0.00	79.91	13.66	-17.85	117.67	-18.94	5.82	0.00	79.68	-28.57	-12.98	99.99	4.53	4.84	0.00	183.06	318.68	-617.52	-33.56	-14.66	64.20	0.00	419.20	-56.96	-659.27	112.02	6.67	50.12	0.00	112.55	-4.04	-38.63	-34.47	47.44	3.28	0.00
98.12	-9.92	-77.38	-94.31	73.76	3.36	0.00	124.65	-8.18	33.17	-178.76	25.68	4.21	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.85	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.49	0.00	121.67	-11.63	-13.13	-44.30	-48.78	6.35	0.00	120.69	-9.80	-35.62	-175.04	11.08	4.13	0.00	-16.28	149.63	-645.00	-146.77	-11.29	55.02	0.00	89.02	10.52	-17.37	62.21	-62.55	8.06	0.00	106.53	-8.36	-20.03	4.91	-16.57	3.73	0.00	90.33	-3.81	-12.35	131.63	10.99	4.02	0.00	-248.61	144.36	-352.58	-166.60	-36.01	12313.96	0.00	79.91	13.66	-17.85	117.67	-18.94	5.70	0.00	79.67	-28.57	-12.97	99.99	4.53	5.16	0.00	182.80	318.57	-617.45	-33.53	-14.67	47.10	0.00	419.18	-56.95	-659.29	112.03	6.67	71.46	0.00	112.57	-4.03	-38.63	-34.47	47.43	3.59	0.00
98.15	-9.90	-77.38	-94.35	73.76	3.30	0.00	124.65	-8.18	33.18	-178.76	25.68	4.07	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.96	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.12	0.00	121.67	-11.62	-13.13	-44.29	-48.78	6.50	0.00	120.71	-9.79	-35.61	-175.04	11.08	4.00	0.00	-14.92	151.52	-641.71	-147.71	-11.36	47.84	0.00	89.01	10.52	-17.36	62.25	-62.53	8.19	0.00	106.48	-8.37	-20.05	4.93	-16.60	3.74	0.00	90.31	-3.82	-12.37	131.62	10.99	4.14	0.00	-248.62	144.36	-352.56	-166.60	-36.01	12027.41	0.00	79.91	13.67	-17.85	117.66	-18.93	5.52	0.00	79.66	-28.56	-12.97	100.00	4.53	5.14	0.00	183.02	318.70	-617.54	-33.56	-14.67	56.08	0.00	419.17	-56.93	-659.31	112.03	6.67	47.34	0.00	112.59	-4.02	-38.63	-34.48	47.43	3.41	0.00
98.18	-9.91	-77.38	-94.40	73.76	3.42	0.00	124.65	-8.18	33.18	-178.76	25.68	4.11	0.00	12.02	66.41	-8.43	-170.80	-8.52	7.02	0.00	-0.79	-57.11	-8.48	-21.75	20.90	7.31	0.00	121.68	-11.61	-13.12	-44.28	-48.77	6.31	0.00	120.73	-9.77	-35.60	-175.04	11.08	4.21	0.00	-13.61	153.24	-638.68	-148.60	-11.43	68.30	0.00	89.02	10.53	-17.35	62.28	-62.51	8.23	0.00	106.43	-8.38	-20.07	4.95	-16.62	4.17	0.00	90.30	-3.83	-12.39	131.62	10.98	4.27	0.00	-248.62	144.36	-352.55	-166.60	-36.01	12070.67	0.00	79.91	13.67	-17.85	117.65	-18.93	5.88	0.00	79.66	-28.55	-12.97	100.00	4.53	4.93	0.00	183.32	318.88	-617.65	-33.61	-14.66	38.85	0.00	419.15	-56.91	-659.33	112.03	6.68	53.89	0.00	112.59	-4.01	-38.64	-34.49	47.43	3.37	0.00
98.16	-9.95	-77.38	-94.38	73.77	3.25	0.00	124.65	-8.18	33.18	-178.76	25.68	4.05	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.73	0.00	-0.79	-57.11	-8.48	-21.75	20.89	7.12	0.00	121.69	-11.60	-13.13	-44.27	-48.77	6.24	0.00	120.75	-9.77	-35.60	-175.04	11.08	4.24	0.00	-14.30	153.52	-638.83	-148.48	-11.40	62.02	0.00	89.03	10.55	-17.35	62.31	-62.49	8.10	0.00	106.40	-8.39	-20.09	4.96	-16.63	4.20	0.00	90.29	-3.84	-12.40	131.61	11.00	4.32	0.00	-248.63	144.37	-352.53	-166.60	-36.00	12182.36	0.00	79.91	13.66	-17.86	117.65	-18.92	5.98	0.00	79.67	-28.55	-12.98	100.01	4.54	5.14	0.00	183.36	318.93	-617.68	-33.62	-14.67	39.81	0.00	419.12	-56.89	-659.35	112.03	6.68	58.19	0.00	112.57	-4.01	-38.64	-34.49	47.43	3.31	0.00
98.11	-9.98	-77.39	-94.30	73.78	3.33	0.00	124.65	-8.18	33.18	-178.76	25.69	4.26	0.00	12.02	66.41	-8.43	-170.80	-8.52	6.90	0.00	-0.79	-57.10	-8.48	-21.75	20.89	7.13	0.00	121.70	-11.59	-13.13	-44.27	-48.77	6.21	0.00	120.74	-9.77	-35.61	-175.04	11.09	4.07	0.00	-16.92	153.16	-641.14	-147.61	-11.30	51.56	0.00	89.05	10.56	-17.35	62.33	-62.46	8.18	0.00	106.43	-8.39	-20.09	4.94	-16.59	3.99	0.00	90.29	-3.84	-12.40	131.59	11.06	4.26	0.00	-248.64	144.37	-352.51	-166.60	-36.00	12010.25	0.00	79.92	13.67	-17.87	117.65	-18.92	5.72	0.00	79.68	-28.55	-12.98	100.01	4.54	5.01	0.00	183.16	318.86	-617.63	-33.59	-14.67	41.59	0.00	419.10	-56.87	-659.37	112.03	6.68	51.33	0.00	112.55	-4.03	-38.64	-34.49	47.44	3.06	0.00
98.07	-9.99	-77.40	-94.24	73.78	3.59	0.00	124.65	-8.18	33.18	-178.76	25.69	4.26	0.00	12.02	66.41	-8.43	-170.81	-8.52	7.04	0.00	-0.79	-57.10	-8.48	-21.75	20.89	7.40	0.00	121.70	-11.60	-13.13	-44.27	-48.77	6.12	0.00	120.71	-9.77	-35.64	-175.03	11.10	4.23	0.00	-18.65	152.86	-642.74	-147.03	-11.23	60.15	0.00	89.08	10.57	-17.36	62.36	-62.44	8.22	0.00	106.48	-8.38	-20.07	4.90	-16.51	4.05	0.00	90.30	-3.84	-12.40	131.58	11.16	4.11	0.00	-248.65	144.37	-352.48	-166.60	-35.99	12110.10	0.00	79.93	13.67	-17.87	117.65	-18.92	5.84	0.00	79.69	-28.54	-12.98	100.00	4.55	4.90	0.00	182.97	318.80	-617.59	-33.57	-14.68	55.05	0.00	419.07	-56.85	-659.39	112.03	6.68	48.51	0.00	112.53	-4.05	-38.64	-34.49	47.44	3.28	0.00
98.09	-9.97	-77.41	-94.25	73.77	3.44	0.00	124.65	-8.18	33.18	-178.76	25.69	4.36	0.00	12.02	66.41	-8.43	-170.81	-8.52	6.46	0.00	-0.79	-57.10	-8.48	-21.75	20.89	7.05	0.00	121.69	-11.60	-13.13	-44.28	-48.78	6.15	0.00	120.67	-9.78	-35.66	-175.03	11.10	4.26	0.00	-16.93	152.18	-642.30	-147.34	-11.28	52.26	0.00	89.08	10.56	-17.37	62.40	-62.43	8.31	0.00	106.51	-8.38	-20.06	4.85	-16.42	4.13	0.00	90.30	-3.85	-12.41	131.56	11.29	3.91	0.00	-248.67	144.38	-352.46	-166.59	-35.99	12620.31	0.00	79.92	13.68	-17.86	117.65	-18.92	5.84	0.00	79.70	-28.54	-12.97	100.00	4.55	5.15	0.00	182.93	318.81	-617.60	-33.57	-14.68	62.88	0.00	419.05	-56.82	-659.42	112.03	6.68	59.88	0.00	112.53	-4.05	-38.63	-34.48	47.43	3.63	0.00
